source,task,depth,action,residual,is_policy_pick,is_measured_best,spread
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,12,111,0.018130630630630702,0,1,0.042286036036035875
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,15,20,0.052801238738738696,1,0,0.030827702702702593
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,15,22,0.06109234234234227,0,0,0.030827702702702593
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,15,97,0.03026463963963968,0,1,0.030827702702702593
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,15,108,0.05558840090090083,0,0,0.030827702702702593
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,27,17,0.04282094594594588,0,0,0.012922297297297242
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,27,18,0.03400900900900898,1,0,0.012922297297297242
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,27,51,0.02989864864864864,0,1,0.012922297297297242
branch_shard1.jsonl,pegasus3-fill30-a3.0-19,27,86,0.03842905405405405,0,0,0.012922297297297242
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,13,61,0.13451229079497912,1,0,0.03196914225941411
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,13,72,0.1328778765690377,0,0,0.03196914225941411
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,13,115,0.16082635983263593,0,0,0.03196914225941411
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,13,172,0.12885721757322183,0,1,0.03196914225941411
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,16,46,0.14765298117154807,0,0,0.05408276673640133
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,16,54,0.15662591527196637,1,0,0.05408276673640133
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,16,159,0.12475483786610886,0,1,0.05408276673640133
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,16,225,0.1788376046025102,0,0,0.05408276673640133
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,25,9,0.11914879707112971,0,1,0.055766213389121105
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,25,11,0.12344730648535568,1,0,0.055766213389121105
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,25,71,0.17491501046025082,0,0,0.055766213389121105
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,25,101,0.139480910041841,0,0,0.055766213389121105
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,46,1,0.1315376569037658,0,0,0.07856629184100403
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,46,2,0.14572437238493718,1,0,0.07856629184100403
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,46,54,0.08897751046025115,0,1,0.07856629184100403
branch_shard1.jsonl,pegasus3-fill30-a3.0-11,46,96,0.16754380230125518,0,0,0.07856629184100403
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,8,1,0.15024535123966964,1,0,0.07653667355371906
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,8,24,0.11894369834710761,0,0,0.07653667355371906
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,8,86,0.07370867768595059,0,1,0.07653667355371906
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,8,88,0.0745996900826448,0,0,0.07653667355371906
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,54,0,0.06410123966942166,1,1,0.04470557851239673
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,54,35,0.08285123966942162,0,0,0.04470557851239673
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,54,36,0.1088068181818184,0,0,0.04470557851239673
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,54,86,0.06982179752066131,0,0,0.04470557851239673
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,60,1,0.09128357438016535,0,0,0.03520144628099166
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,60,40,0.1008780991735538,1,0,0.03520144628099166
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,60,41,0.06567665289256214,0,1,0.03520144628099166
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,60,94,0.092342458677686,0,0,0.03520144628099166
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,66,0,0.0998192148760331,0,0,0.014863119834710725
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,66,23,0.09080578512396703,0,1,0.014863119834710725
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,66,35,0.10566890495867776,1,0,0.014863119834710725
branch_shard1.jsonl,pegasus3-fill30-a3.0-184,66,36,0.09342716942148777,0,0,0.014863119834710725
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,2,49,0.12514308608058589,1,0,0.04271119505494493
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,2,55,0.1438873626373624,0,0,0.04271119505494493
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,2,65,0.10559752747252733,0,1,0.04271119505494493
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,2,98,0.14830872252747226,0,0,0.04271119505494493
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,28,0,0.1726333562271059,1,0,0.07075606684981674
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,28,36,0.18097527472527447,0,0,0.07075606684981674
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,28,135,0.14900984432234407,0,0,0.07075606684981674
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,28,243,0.11021920787545773,0,1,0.07075606684981674
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,36,0,0.12322573260073241,0,1,0.0408940018315018
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,36,91,0.15729452838827812,0,0,0.0408940018315018
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,36,385,0.1641197344322342,0,0,0.0408940018315018
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,36,400,0.15815304487179455,1,0,0.0408940018315018
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,52,2,0.14514652014651994,1,0,0.05488782051282037
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,52,7,0.17040121336996308,0,0,0.05488782051282037
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,52,67,0.11551339285714271,0,1,0.05488782051282037
branch_shard1.jsonl,pegasus3-fill30-a3.0-7,52,117,0.15680803571428548,0,0,0.05488782051282037
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,12,14,0.088063579913607,0,1,0.06062702483801308
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,12,15,0.14226174406047518,1,0,0.06062702483801308
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,12,94,0.14869060475162008,0,0,0.06062702483801308
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,12,104,0.09879522138228956,0,0,0.06062702483801308
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,28,8,0.14624392548596124,0,0,0.06592535097192218
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,28,10,0.09317629589632853,1,0,0.06592535097192218
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,28,64,0.08031857451403907,0,1,0.06592535097192218
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,28,72,0.12066347192224627,0,0,0.06592535097192218
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,35,187,0.07974487041036737,0,0,0.030878779697624203
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,35,363,0.078327483801296,0,1,0.030878779697624203
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,35,365,0.0915226781857453,1,0,0.030878779697624203
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,35,367,0.10920626349892021,0,0,0.030878779697624203
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,57,2,0.11053928185745163,1,0,0.03128374730021602
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,57,4,0.11053928185745163,0,0,0.03128374730021602
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,57,54,0.08457073434125287,0,1,0.03128374730021602
branch_shard1.jsonl,pegasus3-fill30-a3.0-166,57,118,0.11585448164146889,0,0,0.03128374730021602
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,12,3,0.10323503521126756,0,1,0.09623679577464786
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,12,5,0.19082306338028174,1,0,0.09623679577464786
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,12,66,0.15310299295774665,0,0,0.09623679577464786
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,12,92,0.19947183098591542,0,0,0.09623679577464786
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,16,84,0.153719190140845,0,0,0.09388204225352142
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,16,86,0.18939260563380306,1,0,0.09388204225352142
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,16,132,0.09551056338028163,0,1,0.09388204225352142
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,16,373,0.11274207746478866,0,0,0.09388204225352142
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,17,31,0.23774207746478893,0,0,0.14141725352112688
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,17,56,0.19559859154929582,1,0,0.14141725352112688
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,17,57,0.17911531690140844,0,0,0.14141725352112688
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,17,306,0.09632482394366203,0,1,0.14141725352112688
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,20,1,0.15110035211267597,1,1,0.09126320422535264
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,20,11,0.2423635563380286,0,0,0.09126320422535264
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,20,71,0.15453345070422542,0,0,0.09126320422535264
branch_shard1.jsonl,pegasus3-fill30-a3.0-1,20,107,0.15867077464788726,0,0,0.09126320422535264
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,12,3,0.07793175795053021,1,0,0.05753091872791534
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,12,4,0.10136925795053028,0,0,0.05753091872791534
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,12,63,0.06577131183745599,0,0,0.05753091872791534
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,12,115,0.043838339222614944,0,1,0.05753091872791534
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,15,15,0.10134165194346315,1,0,0.027854461130742136
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,15,38,0.07757287985865743,0,0,0.027854461130742136
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,15,81,0.0963035556537104,0,0,0.027854461130742136
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,15,124,0.07348719081272101,0,1,0.027854461130742136
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,30,7,0.09351534893992944,0,0,0.04428003533568904
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,30,37,0.0794776943462899,1,0,0.04428003533568904
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,30,107,0.0492353136042404,0,1,0.04428003533568904
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,30,144,0.08958149293286236,0,0,0.04428003533568904
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,36,8,0.09638637367491187,0,0,0.020400839222614903
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,36,13,0.07764189487632528,1,0,0.020400839222614903
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,36,87,0.07761428886925817,0,0,0.020400839222614903
branch_shard1.jsonl,pegasus3-fill30-a3.0-161,36,127,0.07598553445229697,0,1,0.020400839222614903
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,18,2,0.07470012626262645,1,0,0.06687184343434338
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,18,22,0.07460542929292943,0,0,0.06687184343434338
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,18,96,0.05808080808080826,0,1,0.06687184343434338
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,18,109,0.12495265151515164,0,0,0.06687184343434338
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,21,1,0.06865530303030326,1,0,0.031897095959595945
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,21,3,0.04310290404040424,0,0,0.031897095959595945
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,21,86,0.07398989898989916,0,0,0.031897095959595945
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,21,114,0.042092803030303216,0,1,0.031897095959595945
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,26,103,0.05965909090909108,0,0,0.03289141414141408
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,26,182,0.04924242424242445,1,1,0.03289141414141408
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,26,191,0.051657196969697186,0,0,0.03289141414141408
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,26,354,0.08213383838383853,0,0,0.03289141414141408
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,48,1,0.04389204545454566,0,1,0.011347853535353551
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,48,16,0.055239898989899214,0,0,0.011347853535353551
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,48,31,0.05132575757575779,1,0,0.011347853535353551
branch_shard2.jsonl,pegasus3-fill30-a3.0-175,48,32,0.05282512626262646,0,0,0.011347853535353551
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,7,3,0.09070184426229513,0,0,0.05243340163934403
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,7,5,0.08276127049180326,1,0,0.05243340163934403
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,7,16,0.1199282786885244,0,0,0.05243340163934403
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,7,111,0.06749487704918038,0,1,0.05243340163934403
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,16,102,0.05420081967213124,1,0,0.029943647540983498
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,16,105,0.062397540983606656,0,0,0.029943647540983498
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,16,215,0.03432377049180342,0,1,0.029943647540983498
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,16,344,0.06426741803278692,0,0,0.029943647540983498
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,17,92,0.11009221311475399,1,0,0.07018442622950805
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,17,94,0.05791495901639353,0,0,0.07018442622950805
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,17,127,0.12192622950819665,0,0,0.07018442622950805
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,17,341,0.0517418032786886,0,1,0.07018442622950805
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,51,19,0.08450307377049182,0,0,0.0
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,51,31,0.08450307377049182,0,0,0.0
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,51,63,0.08450307377049182,0,0,0.0
branch_shard2.jsonl,pegasus3-fill30-a3.0-15,51,86,0.08450307377049182,1,1,0.0
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,12,4,0.028414818548387125,0,0,0.02228767641129032
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,12,6,0.016144783266129066,1,1,0.02228767641129032
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,12,59,0.01639679939516131,0,0,0.02228767641129032
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,12,62,0.03843245967741939,0,0,0.02228767641129032
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,14,20,0.040574596774193575,0,0,0.05254536290322583
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,14,24,0.02135836693548388,1,1,0.05254536290322583
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,14,74,0.07390372983870971,0,0,0.05254536290322583
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,14,100,0.06462638608870977,0,0,0.05254536290322583
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,42,0,0.04019657258064519,1,0,0.015026461693548356
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,42,56,0.048465851814516125,0,0,0.015026461693548356
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,42,95,0.04489037298387104,0,0,0.015026461693548356
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,42,104,0.03343939012096777,0,1,0.015026461693548356
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,49,3,0.03268334173387102,0,0,0.02339024697580646
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,49,58,0.03447895665322583,1,0,0.02339024697580646
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,49,64,0.046166204637096794,0,0,0.02339024697580646
branch_shard2.jsonl,pegasus3-fill30-a3.0-52,49,71,0.022775957661290334,0,1,0.02339024697580646
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,2,11,0.032582149200710606,1,0,0.020884214031971486
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,2,20,0.04891485346358801,0,0,0.020884214031971486
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,2,55,0.05282804174067503,0,0,0.020884214031971486
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,2,105,0.03194382770870354,0,1,0.020884214031971486
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,39,27,0.07038188277087037,0,0,0.02629607015985788
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,39,84,0.05667184724689165,0,0,0.02629607015985788
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,39,85,0.0572546625222025,1,0,0.02629607015985788
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,39,254,0.04408581261101249,0,1,0.02629607015985788
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,42,17,0.06997946269982248,1,0,0.0388404751332149
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,42,18,0.04686112344582595,0,1,0.0388404751332149
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,42,103,0.08570159857904085,0,0,0.0388404751332149
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,42,149,0.07769482682060387,0,0,0.0388404751332149
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,55,1,0.05051065719360575,1,0,0.016582482238010593
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,55,2,0.037258547957371324,0,1,0.016582482238010593
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,55,73,0.05027475577264659,0,0,0.016582482238010593
branch_shard2.jsonl,pegasus3-fill30-a3.0-178,55,87,0.05384103019538192,0,0,0.016582482238010593
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,6,12,0.06447899420529804,1,0,0.04026541804635757
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,6,16,0.05079418460264901,0,0,0.04026541804635757
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,6,47,0.02421357615894047,0,1,0.04026541804635757
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,6,95,0.024381725993377547,0,0,0.04026541804635757
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,36,0,0.0831306912251657,1,0,0.0594215645695365
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,36,1,0.04362841473509934,0,0,0.0594215645695365
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,36,114,0.06820415976821195,0,0,0.0594215645695365
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,36,337,0.0237091266556292,0,1,0.0594215645695365
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,39,39,0.052411009933774906,0,0,0.011382450331125775
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,39,92,0.05997775248344371,0,0,0.011382450331125775
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,39,95,0.048595302152317936,1,1,0.011382450331125775
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,39,97,0.05850320778145699,0,0,0.011382450331125775
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,56,0,0.054778042218543044,1,0,0.024485202814569597
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,56,1,0.06662613824503316,0,0,0.024485202814569597
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,56,34,0.07619774420529808,0,0,0.024485202814569597
branch_shard2.jsonl,pegasus3-fill30-a3.0-2,56,71,0.051712541390728485,0,1,0.024485202814569597
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,25,6,0.08840909090909105,0,0,0.03909090909090912
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,25,8,0.09295454545454562,1,0,0.03909090909090912
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,25,75,0.07092329545454557,0,0,0.03909090909090912
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,25,123,0.0538636363636365,0,1,0.03909090909090912
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,35,4,0.09677556818181843,0,0,0.030809659090909075
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,35,5,0.10066761363636376,1,0,0.030809659090909075
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,35,98,0.07291193181818194,0,0,0.030809659090909075
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,35,144,0.06985795454545468,0,1,0.030809659090909075
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,50,0,0.09223011363636374,0,0,0.039474431818181804
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,50,53,0.08761363636363648,1,0,0.039474431818181804
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,50,55,0.11802556818181825,0,0,0.039474431818181804
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,50,72,0.07855113636363645,0,1,0.039474431818181804
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,56,0,0.06924715909090921,0,0,0.011107954545454463
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,56,32,0.0684659090909093,0,1,0.011107954545454463
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,56,71,0.07367897727272735,0,0,0.011107954545454463
branch_shard2.jsonl,pegasus3-fill30-a3.0-154,56,83,0.07957386363636376,1,0,0.011107954545454463
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,14,33,0.10750066348195345,1,0,0.03445130042462839
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,14,43,0.09094678874734614,0,1,0.03445130042462839
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,14,113,0.12148354564755859,0,0,0.03445130042462839
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,14,133,0.12539808917197454,0,0,0.03445130042462839
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,21,0,0.0646397292993631,0,1,0.10083266985138004
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,21,7,0.16547239915074313,1,0,0.10083266985138004
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,21,98,0.07356356157112535,0,0,0.10083266985138004
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,21,132,0.14934978768577506,0,0,0.10083266985138004
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,34,11,0.11906183651804692,1,0,0.04977773354564752
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,34,22,0.11941016454352446,0,0,0.04977773354564752
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,34,96,0.06963243099787694,0,1,0.04977773354564752
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,34,191,0.11786756900212345,0,0,0.04977773354564752
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,43,6,0.15561969214437382,1,0,0.06528662420382161
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,43,43,0.09033306794055221,0,1,0.06528662420382161
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,43,79,0.12811836518046732,0,0,0.06528662420382161
branch_shard2.jsonl,pegasus3-fill30-a3.0-171,43,84,0.13526738322717638,0,0,0.06528662420382161
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,16,6,0.05467178068410469,1,1,0.0924138581488933
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,16,13,0.07793636820925548,0,0,0.0924138581488933
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,16,111,0.09977049798792761,0,0,0.0924138581488933
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,16,142,0.147085638832998,0,0,0.0924138581488933
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,28,91,0.08225918008048286,0,0,0.05498616700201209
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,28,93,0.0761129275653924,1,1,0.05498616700201209
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,28,171,0.10146818410462774,0,0,0.05498616700201209
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,28,365,0.13109909456740448,0,0,0.05498616700201209
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,30,130,0.1041090291750504,1,0,0.023657570422535218
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,30,132,0.11814637826961771,0,0,0.023657570422535218
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,30,228,0.1031344315895372,0,0,0.023657570422535218
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,30,364,0.0944888078470825,0,1,0.023657570422535218
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,45,29,0.08372107645875251,1,1,0.037239059356136944
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,45,36,0.10928068410462778,0,0,0.037239059356136944
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,45,53,0.12096013581488946,0,0,0.037239059356136944
branch_shard2.jsonl,pegasus3-fill30-a3.0-82,45,59,0.09044894366197181,0,0,0.037239059356136944
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,15,11,0.1434004934210526,1,0,0.05456414473684208
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,15,53,0.09921874999999994,0,0,0.05456414473684208
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,15,64,0.08883634868421052,0,1,0.05456414473684208
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,15,119,0.1412006578947367,0,0,0.05456414473684208
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,27,0,0.08832236842105262,1,0,0.03083881578947356
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,27,4,0.10620888157894728,0,0,0.03083881578947356
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,27,32,0.11628289473684195,0,0,0.03083881578947356
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,27,80,0.08544407894736838,0,1,0.03083881578947356
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,33,3,0.07724095394736841,0,1,0.09658717105263154
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,33,76,0.08608141447368417,0,0,0.09658717105263154
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,33,78,0.14607319078947353,1,0,0.09658717105263154
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,33,346,0.17382812499999994,0,0,0.09658717105263154
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,46,1,0.11759868421052622,0,0,0.026089638157894668
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,46,40,0.0979029605263157,1,0,0.026089638157894668
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,46,41,0.09613486842105262,0,1,0.026089638157894668
branch_shard2.jsonl,pegasus3-fill30-a3.0-92,46,75,0.12222450657894729,0,0,0.026089638157894668
branch_shard2.jsonl,pegasus3-fill30-a3.0-22,15,6,0.03697244003690049,1,1,0.034161669741697376
branch_shard2.jsonl,pegasus3-fill30-a3.0-22,15,15,0.04735066881918834,0,0,0.034161669741697376
branch_shard2.jsonl,pegasus3-fill30-a3.0-22,15,41,0.07113410977859787,0,0,0.034161669741697376
branch_shard2.jsonl,pegasus3-fill30-a3.0-22,15,106,0.041354358856088666,0,0,0.034161669741697376
branch_shard2.jsonl,pegasus3-fill30-a3.0-22,34,5,0.051934386531365374,1,1,0.020064575645756526
