host,variables,qubits,named_fill,mean_chain,field_rate,sweeps,reads,p_registered,p_best,minorminer_valid,p_minorminer,source
zephyr3,131,336,0.5,1.282,0.0,200,4096,0.00048828125,0.00390625,1,0.00244140625,qscale_zephyr3_f50.log
zephyr3,146,336,0.5,1.151,0.0,200,4096,0.0,0.0009765625,1,0.0,qscale_zephyr3_f50.log
zephyr3,143,336,0.5,1.175,0.0,200,4096,0.0,0.0,1,0.000244140625,qscale_zephyr3_f50.log
zephyr3,142,336,0.5,1.183,0.0,200,4096,0.000732421875,0.010986328125,1,0.001708984375,qscale_zephyr3_f50.log
zephyr3,136,336,0.5,1.235,0.0,200,4096,0.0,0.00048828125,1,0.000244140625,qscale_zephyr3_f50.log
zephyr3,146,336,0.5,1.151,0.0,200,4096,0.0,0.000244140625,1,0.0,qscale_zephyr3_f50.log
zephyr3,138,336,0.5,1.217,0.0,200,4096,0.0029296875,0.005615234375,1,0.002197265625,qscale_zephyr3_f50.log
zephyr3,134,336,0.5,1.254,0.0,200,4096,0.000244140625,0.000244140625,1,0.0,qscale_zephyr3_f50.log
zephyr3,136,336,0.5,1.235,0.0,200,4096,0.0,0.000244140625,1,0.0,qscale_zephyr3_f50.log
zephyr3,127,336,0.5,1.323,0.0,200,4096,0.000244140625,0.0029296875,1,0.00341796875,qscale_zephyr3_f50.log
zephyr3,138,336,0.5,1.217,0.0,200,4096,0.00537109375,0.007080078125,1,0.002685546875,qscale_zephyr3_f50.log
zephyr4,233,576,0.5,1.236,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,228,576,0.5,1.263,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,224,576,0.5,1.286,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,239,576,0.5,1.205,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,227,576,0.5,1.269,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,230,576,0.5,1.252,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,219,576,0.5,1.315,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,228,576,0.5,1.263,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,229,576,0.5,1.258,0.0,200,4096,0.0,0.000244140625,1,0.0,qscale_zephyr4_f50.log
zephyr4,220,576,0.5,1.309,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,225,576,0.5,1.28,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr4,229,576,0.5,1.258,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr4_f50.log
zephyr1,36,48,0.896,1.194,0.0,200,512,0.107421875,0.287109375,0,,zephyr1_f90.log
zephyr1,36,48,0.896,1.194,0.0,2000,512,0.11328125,0.380859375,0,,zephyr1_f90.log
zephyr1,36,48,0.896,1.194,0.0,20000,512,0.1640625,0.4375,0,,zephyr1_f90.log
zephyr1,39,48,0.896,1.103,0.0,200,512,0.1328125,0.25,0,,zephyr1_f90.log
zephyr1,39,48,0.896,1.103,0.0,2000,512,0.087890625,0.314453125,0,,zephyr1_f90.log
zephyr1,39,48,0.896,1.103,0.0,20000,512,0.1171875,0.34765625,0,,zephyr1_f90.log
zephyr1,30,48,0.896,1.433,0.0,200,512,0.43359375,0.46875,1,0.5625,zephyr1_f90.log
zephyr1,30,48,0.896,1.433,0.0,2000,512,0.41796875,0.55078125,1,0.54296875,zephyr1_f90.log
zephyr1,30,48,0.896,1.433,0.0,20000,512,0.41796875,0.517578125,1,0.5859375,zephyr1_f90.log
zephyr2,114,160,0.9,1.263,0.0,200,512,0.0,0.0,0,,zephyr2_f90.log
zephyr2,114,160,0.9,1.263,0.0,2000,512,0.0,0.0,0,,zephyr2_f90.log
zephyr2,114,160,0.9,1.263,0.0,20000,512,0.0,0.001953125,0,,zephyr2_f90.log
zephyr2,110,160,0.9,1.309,0.0,200,512,0.01171875,0.029296875,0,,zephyr2_f90.log
zephyr2,110,160,0.9,1.309,0.0,2000,512,0.00390625,0.037109375,0,,zephyr2_f90.log
zephyr2,110,160,0.9,1.309,0.0,20000,512,0.0078125,0.056640625,0,,zephyr2_f90.log
zephyr2,113,160,0.9,1.274,0.0,200,512,0.001953125,0.005859375,0,,zephyr2_f90.log
zephyr2,113,160,0.9,1.274,0.0,2000,512,0.0078125,0.013671875,0,,zephyr2_f90.log
zephyr2,113,160,0.9,1.274,0.0,20000,512,0.00390625,0.021484375,0,,zephyr2_f90.log
zephyr3,248,336,0.899,1.218,0.0,200,512,0.0,0.0,0,,zephyr3_f90.log
zephyr3,248,336,0.899,1.218,0.0,2000,512,0.0,0.0,0,,zephyr3_f90.log
zephyr3,248,336,0.899,1.218,0.0,20000,512,0.0,0.0,0,,zephyr3_f90.log
zephyr3,255,336,0.899,1.184,0.0,200,512,0.0,0.0,0,,zephyr3_f90.log
zephyr3,255,336,0.899,1.184,0.0,2000,512,0.0,0.0,0,,zephyr3_f90.log
zephyr3,255,336,0.899,1.184,0.0,20000,512,0.0,0.0,0,,zephyr3_f90.log
zephyr3,248,336,0.899,1.218,0.1,200,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,248,336,0.899,1.218,0.1,2000,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,248,336,0.899,1.218,0.25,200,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,248,336,0.899,1.218,0.25,2000,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,248,336,0.899,1.218,0.5,200,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,248,336,0.899,1.218,0.5,2000,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,255,336,0.899,1.184,0.1,200,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,255,336,0.899,1.184,0.1,2000,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,255,336,0.899,1.184,0.25,200,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,255,336,0.899,1.184,0.25,2000,512,0.0,0.0,0,,zephyr3_field.log
zephyr3,255,336,0.899,1.184,0.5,200,512,0.0,0.001953125,0,,zephyr3_field.log
zephyr3,255,336,0.899,1.184,0.5,2000,512,0.0,0.00390625,0,,zephyr3_field.log
zephyr4,416,576,0.899,1.245,0.0,200,512,0.0,0.0,0,,zephyr4_f90.log
zephyr4,416,576,0.899,1.245,0.0,2000,512,0.0,0.0,0,,zephyr4_f90.log
zephyr4,416,576,0.899,1.245,0.0,20000,512,0.0,0.0,0,,zephyr4_f90.log
zephyr4,404,576,0.899,1.282,0.0,200,512,0.0,0.0,0,,zephyr4_f90.log
zephyr4,404,576,0.899,1.282,0.0,2000,512,0.0,0.0,0,,zephyr4_f90.log
zephyr4,404,576,0.899,1.282,0.0,20000,512,0.0,0.0,0,,zephyr4_f90.log
zephyr4,416,576,0.899,1.245,0.1,200,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,416,576,0.899,1.245,0.1,2000,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,416,576,0.899,1.245,0.25,200,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,416,576,0.899,1.245,0.25,2000,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,416,576,0.899,1.245,0.5,200,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,416,576,0.899,1.245,0.5,2000,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,404,576,0.899,1.282,0.1,200,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,404,576,0.899,1.282,0.1,2000,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,404,576,0.899,1.282,0.25,200,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,404,576,0.899,1.282,0.25,2000,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,404,576,0.899,1.282,0.5,200,512,0.0,0.0,0,,zephyr4_field.log
zephyr4,404,576,0.899,1.282,0.5,2000,512,0.0,0.0,0,,zephyr4_field.log
